Turned OFF
         213968 function calls (208766 primitive calls) in 4.224 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:1152(FileHandler)
        1    0.000    0.000    0.000    0.000 state.py:226(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:817(__getattr__)
        1    0.000    0.000    0.000    0.000 :2(__ge__)
        3    0.000    0.000    0.000    0.000 {method 'remove_done_callback' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        1    0.000    0.000    0.000    0.000 ec.py:363(ECDSA)
        1    0.000    0.000    0.000    0.000 encoder.py:347(_VarintEncoder)
        1    0.000    0.000    0.000    0.000 unix_events.py:988(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 taskgroups.py:12(TaskGroup)
        1    0.000    0.000    0.000    0.000 subprocess.py:268(_cleanup)
        1    0.000    0.000    0.000    0.000 _base.py:111(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 noise_backend.py:42(methods)
        1    0.000    0.000    0.000    0.000 model.py:1644(BluetoothConnectionsFree)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 algorithms.py:26(TripleDES)
        1    0.000    0.000    0.000    0.000 modes.py:109(CBC)
        1    0.000    0.000    0.000    0.000 utils.py:14(Prehashed)
        1    0.000    0.000    0.000    0.000 model.py:833(TimeState)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:314(_set_write_buffer_limits)
        4    0.000    0.000    0.000    0.000 typing.py:1664()
       10    0.000    0.000    0.000    0.000 typing.py:1049()
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        4    0.000    0.000    0.000    0.000 util.py:18(fix_float_single_double_conversion)
        1    0.000    0.000    0.000    0.000 calendar.py:573(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        5    0.000    0.000    0.000    0.000 functools.py:972(__set_name__)
        1    0.000    0.000    0.000    0.000 hashes.py:209(BLAKE2b)
        1    0.000    0.000    0.000    0.000 connection.py:50()
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        2    0.000    0.000    0.000    0.000 typing.py:2667(final)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        3    0.000    0.000    0.000    0.000 argparse.py:2243(_parse_optional)
        1    0.000    0.000    0.000    0.000 modes.py:123(XTS)
        1    0.000    0.000    0.000    0.000 state.py:7(CipherState)
        1    0.000    0.000    0.000    0.000 base.py:54(AEADDecryptionContext)
        3    0.000    0.000    0.000    0.000 __init__.py:504(CFunctionType)
        1    0.000    0.000    0.000    0.000 events.py:614(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 __init__.py:711(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1650(_ArgumentGroup)
        2    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method sys.get_asyncgen_hooks}
        2    0.000    0.000    0.000    0.000 :1101(_sanity_check)
        1    0.000    0.000    0.000    0.000 hashes.py:34(SHA512Hash)
        1    0.000    0.000    0.000    0.000 wire_format.py:57(PackTag)
        1    0.000    0.000    0.000    0.000 selector_events.py:1138(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 ec.py:63(EllipticCurveSignatureAlgorithm)
        1    0.000    0.000    0.000    0.000 patterns.py:60(get_required_keypairs)
        1    0.000    0.000    0.000    0.000 connection.py:24(__init__)
        1    0.000    0.000    0.000    0.000 modes.py:34(ModeWithInitializationVector)
        1    0.000    0.000    0.000    0.000 modes.py:52(ModeWithNonce)
        1    0.000    0.000    0.000    0.000 modes.py:61(ModeWithAuthenticationTag)
        1    0.000    0.000    0.000    0.000 algorithms.py:87(IDEA)
        1    0.000    0.000    0.000    0.000 patterns.py:32(get_responder_pre_messages)
        1    0.000    0.000    0.000    0.000 patterns.py:10(__init__)
        1    0.000    0.000    0.000    0.000 text_format.py:58(ParseError)
        1    0.000    0.000    0.000    0.000 python_message.py:59(GeneratedProtocolMessageType)
        1    0.000    0.000    0.000    0.000 __init__.py:790(Filterer)
        1    0.000    0.000    0.000    0.000 typing.py:2261(runtime_checkable)
        6    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 ciphers.py:8(CryptographyCipher)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 _base.py:74(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 __init__.py:280(LogRecord)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 model.py:817(DateState)
        1    0.000    0.000    0.000    0.000 model.py:1086(AlarmControlPanelInfo)
        1    0.000    0.000    0.000    0.000 model.py:1467(BluetoothDeviceConnection)
        1    0.000    0.000    0.000    0.000 argparse.py:1265(FileType)
        3    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _oid.py:211(AuthorityInformationAccessOID)
        1    0.000    0.000    0.000    0.000 host_resolver.py:46(IPv6Sockaddr)
        1    0.000    0.000    0.000    0.000 model.py:900(LockInfo)
        1    0.000    0.000    0.000    0.000 model.py:917(ValveInfo)
        1    0.000    0.000    0.000    0.000 containers.py:569(_UnknownField)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        3    0.000    0.000    0.000    0.000 __init__.py:1319(disable)
        1    0.000    0.000    0.000    0.000 selectors.py:63(__init__)
        1    0.000    0.000    0.000    0.000 algorithms.py:102(RC2)
        1    0.000    0.000    0.000    0.000 noise_protocol.py:100(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:826(_Quoter)
        1    0.000    0.000    0.000    0.000 modes.py:43(ModeWithTweak)
        1    0.000    0.000    0.000    0.000 _oid.py:46(OCSPExtensionOID)
        1    0.000    0.000    0.000    0.000 _oid.py:51(CRLEntryExtensionOID)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2240(IPv6Network)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 model.py:1489(BluetoothDeviceClearCache)
        1    0.000    0.000    0.000    0.000 streams.py:116(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 descriptor.py:253(_NestedDescriptorBase)
        1    0.000    0.000    0.000    0.000 text_format.py:81(TextWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:1237(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:2206(NullHandler)
        1    0.000    0.000    0.000    0.000 ssl.py:154()
        1    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 modes.py:186(CFB8)
        1    0.000    0.000    0.000    0.000 model.py:1650(BluetoothGATTError)
        2    0.000    0.000    0.000    0.000 contextlib.py:466(_create_cb_wrapper)
        9    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 hashes.py:226(BLAKE2s)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 modes.py:200(CTR)
        1    0.000    0.000    0.000    0.000 _oid.py:226(AttributeOID)
        1    0.000    0.000    0.000    0.000 patterns.py:77(PatternNK)
        1    0.000    0.000    0.000    0.000 zeroconf.py:22(__init__)
        1    0.000    0.000    0.000    0.000 ciphers.py:20(AESGCMCipher)
        1    0.000    0.000    0.000    0.000 hashes.py:185(SHAKE256)
        1    0.000    0.000    0.000    0.000 model.py:873(SirenState)
        1    0.000    0.000    0.000    0.000 model.py:1696(VoiceAssistantAudioSettings)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:888(BooleanOptionalAction)
        7    0.000    0.000    0.000    0.000 argparse.py:626()
        1    0.000    0.000    0.000    0.000 _base.py:96(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        2    0.000    0.000    0.000    0.000 typing.py:925(__hash__)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 algorithms.py:57(AES256)
        1    0.000    0.000    0.000    0.000 noise_protocol.py:10(NoiseProtocol)
        1    0.000    0.000    0.000    0.000 state.py:89(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 modes.py:158(OFB)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 model.py:1482(BluetoothDeviceUnpairing)
        1    0.000    0.000    0.000    0.000 decoder.py:322(_FloatDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:367(_DoubleDecoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:23(DescriptorDatabase)
        1    0.000    0.000    0.000    0.000 field_mask.py:163(_FieldMaskTree)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        7    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        2    0.000    0.000    0.000    0.000 backend.py:262(x25519_supported)
        1    0.000    0.000    0.000    0.000 model.py:574(SensorState)
        1    0.000    0.000    0.000    0.000 traceback.py:651(_ExceptionPrintContext)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        3    0.000    0.000    0.000    0.000 cipher.py:7(__init__)
        1    0.000    0.000    0.000    0.000 model.py:598(TextSensorState)
        1    0.000    0.000    0.000    0.000 model.py:1197(TextState)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        2    0.000    0.000    0.000    0.000 unix_events.py:81(_process_self_data)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 descriptor.py:60(_Lock)
        2    0.000    0.000    0.000    0.000 sysconfig.py:299(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 model.py:847(DateTimeState)
        1    0.000    0.000    0.000    0.000 model.py:859(SelectState)
        1    0.000    0.000    0.000    0.000 type_checkers.py:181(EnumValueChecker)
        1    0.000    0.000    0.000    0.000 transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 locks.py:421(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 transports.py:14(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 argparse.py:962(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 _base.py:141(_AcquireFutures)
        4    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        1    0.000    0.000    0.000    0.000 :52(normcase)
        1    0.000    0.000    0.000    0.000 pathlib.py:300(_Selector)
        1    0.000    0.000    0.000    0.000 type_checkers.py:85(TypeChecker)
        1    0.000    0.000    0.000    0.000 threading.py:839()
        1    0.000    0.000    0.000    0.000 ciphers.py:29(ChaCha20Cipher)
        1    0.000    0.000    0.000    0.000 host_resolver.py:33(Sockaddr)
        1    0.000    0.000    0.000    0.000 __init__.py:22(_Interrupt)
        1    0.000    0.000    0.000    0.000 model.py:308(BinarySensorInfo)
        1    0.000    0.000    0.000    0.000 model.py:1475(BluetoothDevicePairing)
        1    0.000    0.000    0.000    0.000 tasks.py:699(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 python_message.py:1581(_OneofListener)
        1    0.000    0.000    0.000    0.000 locks.py:13(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 argparse.py:1866()
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:545(_check_tzinfo_arg)
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 enum.py:178(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:378(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 ssh.py:602(_SSHFormatSKEd25519)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 argparse.py:1084(_CountAction)
        1    0.000    0.000    0.000    0.000 __init__.py:753(Filter)
        2    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 {built-in method openssl.openssl_version}
        3    0.000    0.000    0.000    0.000 ssh.py:463(__init__)
        1    0.000    0.000    0.000    0.000 _oid.py:216(SubjectInformationAccessOID)
        1    0.000    0.000    0.000    0.000 :1(__create_fn__)
        2    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:99(APIVersion)
        1    0.000    0.000    0.000    0.000 model.py:301(CommandProtoMessage)
        1    0.000    0.000    0.000    0.000 model.py:581(SwitchInfo)
        2    0.000    0.000    0.000    0.000 decoder.py:96(_VarintDecoder)
        1    0.000    0.000    0.000    0.000 type_checkers.py:91(__init__)
        1    0.000    0.000    0.000    0.000 type_checkers.py:281(DoubleValueChecker)
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 _parser.py:100(checkgroup)
        6    0.000    0.000    0.000    0.000 hashes.py:25(hashlen)
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 connection.py:54()
        1    0.000    0.000    0.000    0.000 thread.py:47(__init__)
        1    0.000    0.000    0.000    0.000 backend.py:8(DefaultNoiseBackend)
        1    0.000    0.000    0.000    0.000 utils.py:66(_DeprecatedValue)
        1    0.000    0.000    0.000    0.000 model.py:314(BinarySensorState)
        1    0.000    0.000    0.000    0.000 core.py:242(BadNameAPIError)
        1    0.000    0.000    0.000    0.000 core.py:250(BadMACAddressAPIError)
        1    0.000    0.000    0.000    0.000 model.py:587(SwitchState)
        1    0.000    0.000    0.000    0.000 calendar.py:594(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 type_checkers.py:302(FloatValueChecker)
        4    0.000    0.000    0.000    0.000 descriptor_pool.py:1372(Default)
        1    0.000    0.000    0.000    0.000 __init__.py:1323(disable)
        1    0.000    0.000    0.000    0.000 argparse.py:1019(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1126(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:204(_Section)
        2    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 model.py:295(EntityState)
        3    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:927(_StoreAction)
        1    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        1    0.000    0.000    0.000    0.000 {method 'string' of '_cffi_backend.FFI' objects}
        1    0.000    0.000    0.000    0.000 noise_protocol.py:28()
        1    0.000    0.000    0.000    0.000 model.py:879(ButtonInfo)
        4    0.000    0.000    0.000    0.000 symbol_database.py:177(Default)
        5    0.000    0.000    0.000    0.000 base_events.py:687(is_closed)
        1    0.000    0.000    0.000    0.000 pathlib.py:347(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 log_parser.py:65(LogParser)
        1    0.000    0.000    0.000    0.000 hashes.py:125(SHA256)
        1    0.000    0.000    0.000    0.000 _serialization.py:63(BestAvailableEncryption)
        2    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        1    0.000    0.000    0.000    0.000 :2(__hash__)
        1    0.000    0.000    0.000    0.000 utils.py:17(CryptographyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 core.py:261(InvalidEncryptionKeyAPIError)
        1    0.000    0.000    0.000    0.000 model.py:375(Event)
        1    0.000    0.000    0.000    0.000 model.py:1233(InfraredInfo)
        1    0.000    0.000    0.000    0.000 model.py:1721(VoiceAssistantAnnounceFinished)
        1    0.000    0.000    0.000    0.000 type_checkers.py:143(IntValueChecker)
        1    0.000    0.000    0.000    0.000 protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(PlaceHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1057(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1107(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:2227(_match_arguments_partial)
        2    0.000    0.000    0.000    0.000 argparse.py:2105()
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 exceptions.py:17(UnsupportedAlgorithm)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 type_checkers.py:106(TypeCheckerWithDefault)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 __init__.py:1786(RootLogger)
        1    0.000    0.000    0.000    0.000 argparse.py:730(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:331(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 ssh.py:627(_SSHFormatSKECDSA)
        1    0.000    0.000    0.000    0.000 model.py:593(TextSensorInfo)
        1    0.000    0.000    0.000    0.000 model.py:1790(NoiseEncryptionSetKeyResponse)
        2    0.000    0.000    0.000    0.000 encoder.py:101(_SimpleSizer)
        1    0.000    0.000    0.000    0.000 argparse.py:958(__call__)
        1    0.000    0.000    0.000    0.000 argparse.py:981(__call__)
        3    0.000    0.000    0.000    0.000 encoder.py:159(_FixedSizer)
        1    0.000    0.000    0.000    0.000 noise_protocol.py:70()
        1    0.000    0.000    0.000    0.000 patterns.py:133(PatternXN)
        1    0.000    0.000    0.000    0.000 encoder.py:364(_SignedVarintEncoder)
        1    0.000    0.000    0.000    0.000 type_checkers.py:215(UnicodeValueChecker)
        1    0.000    0.000    0.000    0.000 python_message.py:1535(_Listener)
        5    0.000    0.000    0.000    0.000 {method 'get_loop' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 futures.py:387(_call_check_cancel)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        3    0.000    0.000    0.000    0.000 base_events.py:656(stop)
        1    0.000    0.000    0.000    0.000 argparse.py:1156(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1002(_StoreFalseAction)
        3    0.000    0.000    0.000    0.000 threading.py:575(is_set)
        2    0.000    0.000    0.000    0.000 {method 'removesuffix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:325(_TerminatingSelector)
        5    0.000    0.000    0.000    0.000 platform.py:772(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 model.py:1212(UpdateInfo)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 patterns.py:7(PatternN)
        1    0.000    0.000    0.000    0.000 core.py:358(BluetoothGATTAPIError)
        1    0.000    0.000    0.000    0.000 descriptor.py:46(DescriptorMetaclass)
        1    0.000    0.000    0.000    0.000 typing.py:947(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 hashes.py:101(SHA1)
        1    0.000    0.000    0.000    0.000 padding.py:93(MGF1)
        1    0.000    0.000    0.000    0.000 patterns.py:92(PatternKK)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 message_factory.py:154(MessageFactory)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 message.py:19(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 argparse.py:764(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:679(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 pathlib.py:1398(WindowsPath)
        1    0.000    0.000    0.000    0.000 hashes.py:203(MD5)
        1    0.000    0.000    0.000    0.000 patterns.py:21(PatternK)
        1    0.000    0.000    0.000    0.000 patterns.py:118(PatternKX)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1275(version)
        1    0.000    0.000    0.000    0.000 model.py:179(convert_list)
        1    0.000    0.000    0.000    0.000 python_message.py:657(_FieldProperty)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        3    0.000    0.000    0.000    0.000 {method 'remove_done_callback' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 protocols.py:162(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 argparse.py:701(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1254(_ExtendAction)
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 padding.py:89(MGF)
        1    0.000    0.000    0.000    0.000 patterns.py:51(PatternNN)
        1    0.000    0.000    0.000    0.000 _transport.py:29(_WrappedTransport)
        1    0.000    0.000    0.000    0.000 message_listener.py:17(MessageListener)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        2    0.000    0.000    0.000    0.000 encoder.py:407(_SimpleEncoder)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 selector_events.py:827(set_protocol)
        4    0.000    0.000    0.000    0.000 {method 'cancelling' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 trsock.py:15(__init__)
        1    0.000    0.000    0.000    0.000 _conditional.py:15(cryptography_has_ssl_st)
        1    0.000    0.000    0.000    0.000 ec.py:218(SECT571R1)
        1    0.000    0.000    0.000    0.000 ec.py:242(SECT163R2)
        1    0.000    0.000    0.000    0.000 connection.py:58(set_prologue)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(NoiseProtocolNameError)
        1    0.000    0.000    0.000    0.000 patterns.py:35(PatternX)
        1    0.000    0.000    0.000    0.000 patterns.py:145(PatternIN)
        1    0.000    0.000    0.000    0.000 patterns.py:156(PatternXK)
        1    0.000    0.000    0.000    0.000 patterns.py:172(PatternIK)
        1    0.000    0.000    0.000    0.000 hashes.py:13(CryptographyHash)
        1    0.000    0.000    0.000    0.000 __init__.py:240(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar_p)
        1    0.000    0.000    0.000    0.000 type_checkers.py:116(BoolValueChecker)
        1    0.000    0.000    0.000    0.000 mixins.py:9(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 unix_events.py:807(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 symbol_database.py:50(__init__)
        3    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:690(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1062()
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 :260(__init__)
        1    0.000    0.000    0.000    0.000 :812(__init__)
        1    0.000    0.000    0.000    0.000 patterns.py:187(PatternXX)
        1    0.000    0.000    0.000    0.000 __init__.py:399(PyDLL)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 tasks.py:61()
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(InternalError)
        2    0.000    0.000    0.000    0.000 __init__.py:440(__init__)
        1    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:342(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 pathlib.py:834(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:844(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 hashes.py:131(SHA384)
        1    0.000    0.000    0.000    0.000 hashes.py:149(SHA3_256)
        1    0.000    0.000    0.000    0.000 _serialization.py:153(_KeySerializationEncryption)
        1    0.000    0.000    0.000    0.000 ec.py:248(SECT571K1)
        1    0.000    0.000    0.000    0.000 patterns.py:62(PatternKN)
        1    0.000    0.000    0.000    0.000 patterns.py:107(PatternNX)
        1    0.000    0.000    0.000    0.000 patterns.py:199(PatternIX)
        1    0.000    0.000    0.000    0.000 patterns.py:75(OneWayPattern)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 descriptor.py:33(Error)
        2    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 events.py:713(_RunningLoop)
        1    0.000    0.000    0.000    0.000 shutil.py:64(SameFileError)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.getsignal}
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 selector_events.py:834(is_closing)
        3    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 hashes.py:113(SHA512_256)
        1    0.000    0.000    0.000    0.000 ec.py:224(SECT409R1)
